PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20240104;01;2024;7680834;1;1;01;;1;584.86926862;50;1;8;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;4;1;;;45000000;300000;;;;;;;;;;1;;;2
20240104;01;2024;7680835;1;1;01;;1;1034.4683191;50;1;1;2;1;1;1;1;1;2;1;1;4;3;1;1;1;1;1;3;3;;;;;300000;;;;;;;;;1;;;6
20240104;01;2024;7680836;1;1;01;;2;309.03281905;50;1;1;1;2;;2;2;2;;2;1;1;1;6;;4;4;2;4;5;;;;200000;;;1;;;;;;;;;;2
20240104;01;2024;7680837;1;1;01;;2;160.34145979;50;1;5;1;2;;2;2;2;;2;1;1;1;6;;4;4;2;5;4;;;;100000;;;;;;;;;;1;;;4
20240104;01;2024;7680838;1;1;01;;2;433.05075701;50;1;5;1;2;;2;2;2;;2;1;2;1;6;;4;3;1;5;1;;;3000000;100000;;;;;;;;;;1;;;4
20240104;01;2024;7680839;1;1;01;;2;248.77036971;50;1;1;2;1;0;2;2;2;;2;1;2;2;3;1;4;3;1;4;5;;;;200000;;;1;;;;;;;;;;4
20240104;01;2024;7680840;1;1;01;;1;407.49179312;50;1;1;2;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;1;;;60000000;250000;;;1;;;;;;1;;;NEQUI;3
20240104;01;2024;7680841;1;1;01;;2;364.20377903;50;1;8;1;2;;2;2;2;;2;1;2;1;6;;5;3;1;5;4;;;;100000;;;;;;;;;;1;;;4
20240104;01;2024;7680842;1;1;01;;2;540.22701572;50;1;1;2;2;;2;2;2;;2;1;4;1;2;1;4;4;1;4;4;;;;230000;;;;;;;;;;1;;;5
20240104;01;2024;7680843;1;1;01;;2;152.60222164;50;1;1;2;1;0;2;2;2;;2;1;2;2;3;1;4;3;1;4;5;;;;200000;;;;;;;;;;1;;;3
20240104;01;2024;7680844;1;1;01;;1;403.92187328;50;1;1;4;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;4;1;;;70000000;300000;;;;;;;;;;1;;;2
20240104;01;2024;7680845;1;1;01;;2;315.01341087;50;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;1;3;6;;4;;;;200000;;;;;;;;;;1;;;1
20240104;01;2024;7680846;1;1;01;;1;584.86926862;50;2;1;2;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;5;;;;200000;;;;;;;;;;1;;;2
20240104;01;2024;7680847;1;1;01;;2;325.87449829;50;1;1;2;1;0;2;2;2;;2;1;2;1;2;1;4;10;1;4;5;;;;250000;;;1;;;;;;;;;;3
20240104;01;2024;7680848;1;1;01;;2;302.64944056;50;1;1;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;3;4;;;;300000;;;;;;;;;;1;;;1
20240104;01;2024;7680850;1;1;01;;1;699.60388774;50;1;1;4;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;300000;;1;;;;;;;;;;2
20240104;01;2024;7680851;1;1;01;;1;644.91763585;50;1;2;3;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;4;5;;;;300000;;;;;;;;;;1;;;1
20240104;01;2024;7680852;1;1;01;;2;400.83204045;50;1;1;4;1;1;2;1;2;;2;1;4;1;1;1;4;4;1;4;4;;;;300000;;;1;;;;;;;;;;2
20240104;01;2024;7680853;1;1;01;;1;488.93369308;50;1;1;4;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;80000000;400000;;;1;;;;;;;;;;1
20240104;01;2024;7680854;1;1;01;;2;201.48567111;50;1;1;4;1;1;2;2;2;;2;1;4;1;2;1;4;4;1;4;4;;;;350000;;;;;;;;;;1;;;1
20240104;01;2024;7680855;1;1;01;;1;641.12643315;50;2;1;4;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;300000;;1;;;;;;;;;;2
20240104;01;2024;7680856;1;1;01;;1;583.36287216;50;2;1;2;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;250000;;;;;;;;;1;;;4
20240104;01;2024;7680858;1;1;01;;2;987.43921467;50;2;1;4;1;1;2;1;2;;1;1;2;1;1;1;3;1;1;4;3;;;;;200000;;1;;;;;;;;;;3
20240104;01;2024;7680859;1;1;01;;2;954.99341472;50;2;1;4;1;1;2;2;1;3;1;1;3;2;2;1;1;1;1;4;4;;;;400000;;;1;;;;;;1;;;DAVIPLATA;5
20240104;01;2024;7680860;1;1;01;;2;582.72237654;50;2;1;2;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;4;3;;;;;300000;;;;;;;;;1;;;3
20240104;01;2024;7680861;1;1;01;;2;927.04437594;50;2;1;4;1;1;2;1;2;;1;1;4;2;1;1;5;1;1;4;4;;;;300000;;;1;;;;;;;;;;2
20240104;01;2024;7680862;1;1;01;;2;609.78740341;50;2;8;2;1;1;2;2;2;;1;1;3;2;2;1;2;1;1;4;4;;;;300000;;;1;;;;;;;;;;3
20240104;01;2024;7680864;1;1;01;;2;362.04260298;50;1;1;4;1;1;2;1;1;2;1;1;4;3;1;1;1;1;2;4;1;;;90000000;300000;;;1;;;;;;;;;;3
20240104;01;2024;7680865;1;1;01;;2;887.64878065;50;1;1;2;1;1;2;2;1;2;1;1;4;3;2;1;4;1;1;5;3;;;;;300000;;;;;;;;;1;;;8
20240104;01;2024;7680867;1;1;01;;2;950.95781514;50;2;1;2;1;1;2;2;1;2;1;1;2;1;2;1;1;1;1;5;4;;;;300000;;;;;;;;;;1;;;2
20240104;01;2024;7680868;1;1;01;;2;489.51971422;50;2;1;2;1;1;2;2;1;3;1;1;2;1;2;1;1;1;1;4;1;;;80000000;400000;;;1;;;;;;;;;;2
20240104;01;2024;7680869;1;1;01;;1;486.47089876;50;2;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;4;3;;;;;450000;;;;;;;;1;;;AHORRO A MANO;2
20240104;01;2024;7680870;1;1;01;;1;600.49134884;50;2;1;4;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;4;4;;;;200000;;;1;;;;;;;;;;4
20240104;01;2024;7680871;1;1;01;;1;696.86636975;50;2;1;2;1;1;2;1;1;2;1;1;2;2;1;1;1;1;1;4;3;;;;;180000;;1;;;;;;;;;;5
20240104;01;2024;7680872;1;1;01;;1;579.97795585;50;2;1;2;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;4;3;;;;;500000;;1;;;;;;;;;;2
20240104;01;2024;7680873;1;1;01;;1;855.57004523;50;1;1;2;1;1;2;1;1;2;1;1;3;3;1;1;1;1;1;4;3;;;;;400000;;;;;;;;;1;;;8
20240104;01;2024;7680874;1;1;01;;1;649.13056007;50;2;1;4;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;4;;;;300000;;;1;;;;;;;;;;4
20240104;01;2024;7680875;1;1;01;;1;527.96490334;50;2;1;4;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;4;3;;;;;400000;;1;;;;;;;;;;2
20240104;01;2024;7680876;1;1;01;;1;486.47089876;50;2;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;3;;;;;500000;;;;;;;;;1;;;2
20240104;01;2024;7680877;1;1;01;;1;360.84310782;50;4;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;4;3;;;;;180000;;;;;;;;;1;;;2
20240104;01;2024;7680878;1;1;01;;1;673.17243266;50;2;1;4;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;4;3;;;;;500000;;1;;;;;;;;;;4
20240104;01;2024;7680879;1;1;01;;1;403.45957768;50;1;1;4;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;4;;;;500000;;;1;;;;;;;;;;1
20240104;01;2024;7680880;1;1;01;;1;1457.8646517;50;1;1;4;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;1;;;83000000;300000;;;1;;;;;;;;;;5
20240104;01;2024;7680882;1;1;01;;1;443.59387247;50;1;1;4;1;1;2;1;1;2;1;1;2;2;1;1;1;1;1;4;4;;;;400000;;;1;;;;;;;;;;3
20240104;01;2024;7680883;1;1;01;;1;421.7375748;50;1;1;4;1;1;2;1;1;2;1;1;4;2;1;1;1;1;1;4;1;;;200000000;400000;;;1;;;;;;;;;;1
20240104;01;2024;7680884;1;1;01;;1;403.45957768;50;2;1;4;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;4;;;;400000;;;;;;;;;;1;;;1
20240104;01;2024;7680885;1;1;01;;1;421.7375748;50;2;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;4;1;;;80000000;300000;;;;;;;;;;1;;;1
20240104;01;2024;7680886;1;1;01;;1;1032.4479354;50;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;4;4;;;;300000;;;;;;;;;;1;;;2
20240104;01;2024;7680887;1;1;01;;1;536.41673237;50;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;4;;;;300000;;;1;;;;;;;;;;1
20240104;01;2024;7680891;1;1;01;;1;1030.9838591;50;1;1;2;1;1;2;1;1;1;1;1;4;3;1;1;1;1;1;4;1;;;85000000;500000;;;1;;;;;;;;;;4
20240104;01;2024;7680893;1;1;01;;1;929.54404241;50;2;1;2;1;2;2;1;1;1;1;1;3;1;1;1;1;1;1;4;1;;;85000000;350000;;;;;;;;;;1;;;1
20240104;01;2024;7680894;1;1;01;;1;1278.3187598;50;2;1;2;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;4;3;;;;;300000;;;;;;;;;1;;;2
20240104;01;2024;7680895;1;1;01;;1;486.47089876;50;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;3;;;;;260000;;;;;;;;1;;;NEQUI;2
20240104;01;2024;7680896;1;1;01;;1;403.45957768;50;1;1;4;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;4;4;;;;350000;;;1;;;;;;;;;;1
20240104;01;2024;7680897;1;1;01;;1;406.67551856;50;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;3;;;;;400000;;;;;;;;;1;;;1
20240104;01;2024;7680899;1;1;01;;1;543.4811238;50;1;1;4;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;3;;;;;700000;;1;;;;;;;;;;3
20240104;01;2024;7680900;1;1;01;;1;900.67477328;50;1;1;2;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;1;;;50000000;380000;;;1;;;;;;1;;;NEQUI;3
20240104;01;2024;7680901;1;1;01;;1;1111.9334829;50;1;1;4;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;4;3;;;;;350000;;1;;;;;;;;;;2
20240104;01;2024;7680902;1;1;01;;2;377.30638067;50;1;5;2;1;1;2;2;2;;2;1;4;2;2;1;4;6;1;5;1;;;7000000;100000;;;;;;;;;;1;;;3
20240104;01;2024;7680903;1;1;01;;2;433.57227069;50;1;5;1;1;1;2;2;2;;2;1;1;1;6;;5;6;1;5;1;;;15000000;200000;;;;;;;;;;1;;;4
20240104;01;2024;7680905;1;1;01;;2;444.27758122;50;1;1;2;1;1;2;2;2;;2;1;3;1;2;1;4;3;1;5;4;;;;250000;;;;;;;;;;1;;;1
20240104;01;2024;7680906;1;1;01;;2;327.61359283;50;1;1;2;1;1;2;2;2;;2;1;3;2;2;1;4;2;1;5;4;;;;400000;;;;;;;;;;1;;;3
20240104;01;2024;7680907;1;1;01;;2;393.25003364;50;1;2;4;1;1;2;2;2;;2;1;4;3;2;1;4;2;1;4;1;;;70000000;200000;;;1;;;;;;;;;;5
20240104;01;2024;7680908;1;1;01;;2;444.27758122;50;1;5;1;2;;2;2;2;;2;1;2;1;6;;4;6;1;5;5;;;;150000;;;;;;;;;;1;;;1
20240104;01;2024;7680909;1;1;01;;2;302.34621328;50;1;5;1;1;1;2;2;2;;2;1;4;1;2;1;5;3;1;5;1;;;8000000;200000;;;;;;;;;;1;;;2
20240104;01;2024;7680910;1;1;01;;2;700.73495219;50;1;5;3;1;1;2;2;2;;2;1;4;4;2;1;4;6;1;5;1;;;15000000;200000;;;;;;;;;;1;;;5
20240104;01;2024;7680911;1;1;01;;2;295.77311111;50;1;5;3;1;1;2;2;2;;2;1;3;1;2;1;4;2;1;5;1;;;90000000;300000;;;;;;;;;;1;;;1
20240104;01;2024;7680912;1;1;01;;2;444.27758122;50;1;1;2;1;1;2;2;2;;2;1;3;1;2;1;4;3;1;5;4;;;;300000;;;;;;;;;;1;;;1
20240104;01;2024;7680913;1;1;01;;2;478.37106064;50;1;1;4;1;1;2;2;2;;2;1;6;2;2;1;4;2;1;4;1;;;80000000;400000;;;1;;;;;;;;;;3
20240104;01;2024;7680914;1;1;01;;2;517.89044642;50;1;5;2;1;0;2;2;2;;2;1;4;3;2;1;4;6;1;5;5;;;;150000;;;;;;;1;;;;;;4
20240104;01;2024;7680915;1;1;01;;2;398.67594;50;1;5;2;1;9;2;2;2;;2;1;3;3;2;1;4;6;1;5;1;;;20000000;150000;;;;;;;;;;1;;;4
20240104;01;2024;7680916;1;1;01;;2;635.70163061;50;1;5;2;1;1;2;2;2;;2;1;2;2;2;1;4;2;1;4;4;;;;450000;;;1;;;;;;;;;;4
20240104;01;2024;7680917;1;1;01;;2;302.34621328;50;1;5;2;1;1;2;2;2;;2;1;4;1;2;1;5;3;1;5;1;;;8000000;100000;;;;;;;;;;1;;;2
20240104;01;2024;7680918;1;1;01;;2;590.90284066;50;1;8;1;1;9;2;2;2;;2;1;2;2;2;1;4;2;1;4;1;;;80000000;300000;;;1;;;;;;;;;;5
20240104;01;2024;7680919;1;1;01;;2;302.34621328;50;1;5;1;1;1;2;2;2;;2;1;3;1;2;1;4;3;1;5;1;;;90000000;400000;;;;;;;;;;1;;;2
20240104;01;2024;7680920;1;1;01;;2;588.40581061;50;1;5;2;1;1;2;2;2;;2;1;1;1;2;1;5;3;1;5;4;;;;100000;;;;;;;;;;1;;;2
20240104;01;2024;7680921;1;1;01;;2;644.67170062;50;1;5;2;1;9;2;2;2;;2;1;3;2;2;1;4;6;1;5;4;;;;200000;;;;;;;;;;1;;;3
20240104;01;2024;7680922;1;1;01;;2;402.0293093;50;1;2;1;1;1;2;2;2;;2;1;4;3;2;1;3;2;1;4;4;;;;200000;;;1;;;;;;;;;;4
20240104;01;2024;7680923;1;1;01;;2;302.34621328;50;1;5;4;1;9;2;2;2;;2;1;5;2;2;1;4;6;1;5;5;;;;500000;;;1;;;;;;;;;;2
20240104;01;2024;7680924;1;1;01;;2;478.37106064;50;1;5;1;1;1;2;2;2;;2;1;3;2;2;1;4;3;1;5;4;;;;300000;;;;;;;;;;1;;;3
20240104;01;2024;7680925;1;1;01;;2;377.30638067;50;1;2;4;1;1;2;2;2;;2;1;4;2;2;1;4;2;1;4;1;;;80000000;200000;;;1;;;;;;;;;;3
20240104;01;2024;7680926;1;1;01;;2;1029.1939341;50;2;1;4;1;1;2;1;1;2;2;1;2;1;1;1;1;3;1;4;3;;;;;600000;;;;;;;;;1;;;5
20240104;01;2024;7680927;1;1;01;;2;625.23864968;50;1;1;2;1;1;2;1;1;2;2;1;1;1;1;1;1;4;1;4;3;;;;;300000;;1;;;;;;;;;;4
20240104;01;2024;7680928;1;1;01;;2;528.87517808;50;2;1;4;1;1;2;1;1;2;2;1;2;1;1;1;1;3;1;4;3;;;;;600000;;1;;;;;;;;;;2
20240104;01;2024;7680929;1;1;01;;2;565.95957101;50;2;5;2;1;1;2;1;1;2;2;1;3;2;1;1;1;3;1;4;3;;;;;300000;;;;;;;;;1;;;3
20240104;01;2024;7680930;1;1;01;;2;512.18528132;50;1;1;4;1;1;2;1;1;2;2;2;1;1;1;2;1;3;1;4;4;;;;250000;;;1;;;;;;;;;;1
20240104;01;2024;7680930;2;2;01;;2;512.18528132;50;1;1;4;1;1;2;1;1;2;2;2;1;1;1;2;1;3;1;4;4;;;;300000;;;1;;;;;;;;;;3
20240104;01;2024;7680931;1;1;01;;2;1165.6328214;50;2;1;2;1;1;2;1;1;2;2;1;2;1;1;1;1;3;1;4;3;;;;;220000;;;;;;;;;1;;;3
20240104;01;2024;7680932;1;1;01;;2;336.02116922;50;2;1;2;1;1;2;1;1;2;2;1;2;2;1;1;1;4;1;4;3;;;;;400000;;;;;;1;;1;;;NEQUI;2
20240104;01;2024;7680933;1;1;01;;2;1118.6045709;50;2;5;2;1;1;2;1;1;2;2;1;2;1;1;1;1;3;1;4;4;;;;250000;;;;;;;;;;1;;;3
20240104;01;2024;7680935;1;1;01;;2;717.55659096;50;2;1;2;1;1;2;1;1;1;2;1;2;1;1;1;1;4;1;4;3;;;;;350000;;1;;;;;;;;;;3
20240104;01;2024;7680936;1;1;01;;1;775.61833474;50;2;1;4;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;3;;;;;500000;;1;;;;;;;;;;4
20240104;01;2024;7680937;1;1;01;;1;947.39253604;50;2;1;4;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;4;4;;;;150000;;;1;;;;;;;;;;3
20240104;01;2024;7680938;1;1;01;;1;778.35343802;50;2;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;3;;;;;500000;;;;;;;;;1;;;2
20240104;01;2024;7680939;1;1;01;;2;444.27758122;50;1;5;2;1;0;2;2;2;;2;1;2;1;3;1;5;3;1;4;1;;;7000000;200000;;;;;;;;;;1;;;1
20240104;01;2024;7680940;1;1;01;;2;352.58345205;50;1;5;4;1;0;2;2;2;;2;1;2;1;2;1;4;3;1;4;3;;;;;100000;;;;;;;;;1;;;2
20240104;01;2024;7680941;1;1;01;;1;720.62295896;50;1;1;2;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;1;;;68000000;500000;;;1;;;;;;;;;;3
20240104;01;2024;7680942;1;1;01;;1;631.49719471;50;1;1;4;1;1;2;1;1;1;1;1;5;1;1;1;1;1;1;4;1;;;96000000;300000;;;1;;;;;;;;;;1
20240104;01;2024;7680943;1;1;01;;1;983.94889612;50;2;1;2;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;4;3;;;;;600000;;;;;;;;;1;;;4
20240104;01;2024;7680944;1;1;01;;2;462.42740767;50;1;1;1;1;0;2;2;2;;2;1;2;1;2;1;3;3;1;4;1;;;20000000;100000;;;;;;;;;;1;;;1
20240104;01;2024;7680945;1;1;01;;2;477.22386483;50;1;5;2;1;0;2;2;2;;2;1;3;1;2;1;5;3;1;4;3;;;;;100000;;;;;;;;;1;;;1
20240104;01;2024;7680946;1;1;01;;2;444.27758122;50;1;1;2;1;0;2;2;2;;2;1;3;2;2;1;4;6;1;5;4;;;;400000;;;;;;;;;;1;;;1
20240104;01;2024;7680947;1;1;01;;1;762.00501814;50;2;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;4;3;;;;;300000;;1;;;;;;;;;;1
20240104;01;2024;7680948;1;1;01;;2;302.89066421;50;1;5;1;1;0;2;2;2;;2;1;3;1;2;1;5;3;1;4;1;;;30000000;200000;;;;;;;;;;1;;;2
20240104;01;2024;7680949;1;1;01;;2;613.07525126;50;1;5;3;1;1;2;2;2;;2;1;3;3;2;1;4;6;1;5;1;;;20000000;250000;;;;;;;;;;1;;;4
20240104;01;2024;7680950;1;1;01;;2;463.76539783;50;1;5;2;1;0;2;2;2;;2;1;3;2;2;1;4;6;1;5;1;;;30000000;350000;;;1;;;;1;;;;;;3
20240104;01;2024;7680951;1;1;01;;1;476.25313634;50;2;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;3;;;;;310000;;1;;;;;;;;;;1
20240104;01;2024;7680952;1;1;01;;2;302.89066421;50;1;5;2;1;1;2;2;2;;2;1;2;1;2;1;4;6;1;4;1;;;25000000;250000;;;;;;;;;;1;;;2
20240104;01;2024;7680953;1;1;01;;2;393.25003364;50;1;5;2;1;0;2;2;2;;2;1;3;2;3;1;5;6;1;5;4;;;;250000;;;;;;;;;;1;;;5
20240104;01;2024;7680954;1;1;01;;2;635.70163061;50;1;5;2;1;0;2;2;2;;2;1;2;2;2;1;4;6;1;5;1;;;25000000;350000;;;1;;;;;;;;;;4
20240104;01;2024;7680956;1;1;01;;2;462.42740767;50;1;5;3;1;0;2;2;2;;2;1;2;1;6;;4;6;1;4;1;;;10000000;100000;;;;;;;;;;1;;;1
20240104;01;2024;7680957;1;1;01;;1;673.829315;50;2;1;4;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;4;4;;;;400000;;;;;;;;;;1;;;1
20240104;01;2024;7680959;1;1;01;;1;645.53532428;50;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;3;;;;;250000;;1;;;;;;;;;;1
20240104;01;2024;7680960;1;1;01;;1;858.2667718;50;2;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;3;;;;;330000;;1;;;;;;;;;;1
20240104;01;2024;7680961;1;1;01;;2;620.29223858;50;1;5;3;1;9;2;2;2;;2;1;3;2;6;;4;2;1;5;1;;;90000000;500000;;;;;;;;;;1;;;3
20240104;01;2024;7680962;1;1;01;;2;882.60871592;50;1;5;1;2;;2;2;2;;2;1;3;1;6;;4;3;1;4;1;;;40000000;150000;;;;;;;;;;1;;;2
20240104;01;2024;7680963;1;1;01;;2;453.51931991;50;1;5;4;1;9;2;2;2;;2;1;3;1;6;;3;4;1;5;1;;;50000000;100000;;;1;;;;;;;;;;2
20240104;01;2024;7680964;1;1;01;;2;801.95542598;50;1;5;3;1;0;2;2;2;;2;1;3;2;6;;3;3;1;5;1;;;85000000;350000;;;;;;;;;;1;;;4
20240104;01;2024;7680965;1;1;01;;2;1026.2866296;50;1;5;3;1;9;2;2;2;;2;1;3;2;2;1;4;3;1;5;4;;;;500000;;;1;;;;;;;;;;4
20240104;01;2024;7680966;1;1;01;;2;1047.8109342;50;1;2;1;2;;2;2;2;;2;1;2;1;6;;4;4;1;5;1;;;60000000;100000;;;1;;;;;;;;;;6
20240104;01;2024;7680967;1;1;01;;2;882.60871592;50;1;2;3;1;9;2;2;2;;2;1;3;1;6;;4;4;1;5;4;;;;300000;;;;;;;;;;1;;;2
20240104;01;2024;7680968;1;1;01;;2;480.7440596;50;1;5;1;1;9;2;2;2;;2;1;2;1;2;1;4;2;1;5;1;;;60000000;400000;;;1;;;;;;;;;;2
20240104;01;2024;7680969;1;1;01;;2;513.61507498;50;1;5;1;2;;2;2;2;;2;1;3;2;2;1;4;4;1;5;1;;;120000000;500000;;;;;;;;;;1;;;3
20240104;01;2024;7680970;1;1;01;;2;953.55244592;50;1;2;3;1;9;2;2;2;;2;1;1;1;6;;4;4;1;5;4;;;;150000;;;;;;;;;;1;;;4
20240104;01;2024;7680971;1;1;01;;2;439.77581507;50;1;1;2;1;2;2;2;2;;2;1;4;1;2;1;5;6;1;4;1;;;150000000;400000;;;1;;;;;;;;;;2
20240104;01;2024;7680972;1;1;01;;2;466.96746065;50;1;1;4;1;1;2;2;2;;2;1;2;1;2;1;4;6;1;5;3;;;;;600000;;1;;;;;;;;;;2
20240104;01;2024;7680973;1;1;01;;2;730.1036048;50;1;1;2;1;0;2;2;2;;2;1;4;1;2;1;4;6;1;5;3;;;;;500000;;1;;;;;;;;;;2
20240104;01;2024;7680974;1;1;01;;2;601.49482684;50;1;1;4;1;1;2;2;2;;2;1;4;2;2;1;4;6;1;5;1;;;40000000;500000;;;;;;;1;;;;;;3
20240104;01;2024;7680975;1;1;01;;2;777.65287083;50;1;1;4;1;1;2;2;2;;2;1;4;3;2;1;4;6;1;7;1;;;120000000;600000;;;1;;;;;;;;;;4
20240104;01;2024;7680976;1;1;01;;2;502.13611587;50;1;5;2;1;2;2;2;2;;2;1;4;2;2;1;5;6;1;5;1;;;15000000;200000;;;;;;;;;;1;;;3
20240104;01;2024;7680977;1;1;01;;2;430.21494995;50;1;1;4;1;1;2;2;2;;2;1;4;1;2;1;4;6;1;7;1;;;100000000;600000;;;1;;;;;;;;;;1
20240104;01;2024;7680978;1;1;01;;2;466.96746065;50;1;1;2;1;2;2;2;2;;2;1;2;1;2;1;5;6;1;4;1;;;50000000;400000;;;;;;;;;;1;;;2
20240104;01;2024;7680979;1;1;01;;2;712.4910679;50;1;1;4;1;1;2;2;2;;2;1;3;2;2;1;4;6;1;4;2;;500000;80000000;500000;;;1;;;;1;;;;;;5
20240104;01;2024;7680980;1;1;01;;2;475.73639803;50;1;1;4;1;1;2;2;2;;2;1;3;1;2;1;4;6;1;4;1;;;30000000;200000;;;;;;;;;;1;;;3
20240104;01;2024;7680981;1;1;01;;1;1028.9317962;50;1;1;4;1;2;1;1;1;2;1;1;3;1;1;1;1;1;1;3;3;;;;;500000;;1;;;;;1;;;;;2
20240104;01;2024;7680982;1;1;01;;1;804.63159861;50;2;1;4;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;1;;;;;;;;;;4
20240104;01;2024;7680983;1;1;01;;1;953.9300281;50;2;1;2;1;2;1;1;1;2;1;1;4;2;1;1;1;1;1;3;3;;;;;420000;;;;;;;;;1;;;2
20240104;01;2024;7680984;1;1;01;;1;1396.6769175;50;2;1;4;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;3;3;;;;;300000;;1;;;;;;;;;;3
20240104;01;2024;7680985;1;1;01;;1;971.07231343;50;1;1;2;1;1;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;45000000;400000;;;1;;;;;;;;;;5
20240104;01;2024;7680986;1;1;01;;1;411.36201148;50;1;1;2;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;4;3;;;;;500000;;1;;;;;;;;;;2
20240104;01;2024;7680987;1;1;01;;1;1939.6879717;50;1;1;4;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;3;4;;;;350000;;;;;;;;;;1;;;5
20240104;01;2024;7680988;1;1;01;;1;811.29256316;50;2;1;4;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;3;1;;;250000000;400000;;;1;;;;;;;;;;3
20240104;01;2024;7680989;1;1;01;;1;628.91572766;50;1;1;4;1;1;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;100000000;500000;;;1;;;;;;;;;;4
20240104;01;2024;7680990;1;1;01;;1;668.55184669;50;1;1;2;1;1;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;130000000;600000;;;;;;;;;;1;;;5
20240104;01;2024;7680992;1;1;01;;1;557.33648978;50;2;1;4;1;1;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;150000000;700000;;;1;;;;;;;;;;3
20240104;01;2024;7680994;1;1;01;;1;1191.613005;50;1;1;2;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;400000;;;;;;;;;1;;;2
20240104;01;2024;7680995;1;1;01;;1;1225.9742257;50;1;1;2;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;350000;;1;;;;;;;;;;4
20240104;01;2024;7680996;1;1;01;;1;748.54340464;50;1;1;4;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;550000;;1;;;;;;;;;;4
20240104;01;2024;7680997;1;1;01;;1;428.97196205;50;1;1;2;1;1;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;80000000;450000;;;;;;;;;;1;;;5
