PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20240104;01;2024;7675602;1;3;1;70;;1;269.05687541;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675603;1;2;1;70;;1;325.28360257;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675603;1;3;1;70;;1;325.28360257;66;1;;;;;;;;;1;96;0;3;1;2;2;2;;2;;.;5223;47;4771;
20240104;01;2024;7675604;1;3;1;70;;1;291.93586563;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675604;1;4;1;70;;1;291.93586563;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675605;1;1;1;70;;1;204.6726473;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675606;1;2;1;70;;1;248.26260926;66;;1;1;4;1;;;50;800000;1;0;3;8;1;2;2;2;;1;120000;5223;5223;47;4711;
20240104;01;2024;7675606;1;5;1;70;;1;248.26260926;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675610;1;1;1;70;;1;98.242870704;66;1;;;;;;;;;1;50;0;4;1;2;2;2;;2;;.;5120;56;5611;
20240104;01;2024;7675611;1;1;1;70;;1;113.69508545;66;1;;;;;;;;;1;24;1;4;5;3;2;2;;2;;.;6114;01;0123;
20240104;01;2024;7675612;1;1;1;70;;1;143.30775275;66;;1;1;4;1;;;50;1300000;1;1;0;3;1;2;2;2;;2;;5131;5223;47;4771;
20240104;01;2024;7675612;2;2;2;70;;1;143.30775275;66;;2;1;14;1;;;40;1000000;1;3;2;3;1;3;2;2;;2;;5131;5131;56;5613;
20240104;01;2024;7675616;1;1;1;70;;1;161.99697774;66;1;;;;;2;2;;1200000;1;150;0;3;1;7;2;2;;2;;.;4120;88;8891;
20240104;01;2024;7675618;1;1;1;70;;1;90.679592377;66;;1;1;3;2;;;40;3800000;1;0;1;8;2;10;1;1;2;1;3800000;2330;2330;85;8530;
20240104;01;2024;7675620;1;1;1;70;;2;481.4833176;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675621;1;3;1;70;;2;477.51974504;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675621;1;4;1;70;;2;477.51974504;66;;1;1;4;1;;;45;1400000;2;;;;;;;2;;2;;5223;;;;
20240104;01;2024;7675622;1;3;1;70;;2;554.92352976;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675624;1;1;1;70;;2;1007.1544664;66;1;;;;;;;;;1;120;0;7;4;1;2;3;;2;;.;8323;49;4921;
20240104;01;2024;7675626;1;1;1;70;;2;481.4833176;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675627;1;1;1;70;;2;1252.9078787;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675627;1;4;1;70;;2;1252.9078787;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675628;1;2;1;70;;1;340.29321855;66;;1;1;12;1;;;45;1400000;1;24;1;1;1;2;2;2;;2;;9313;9313;41;4111;
20240104;01;2024;7675631;1;2;1;70;;2;523.26389145;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675631;1;4;1;70;;2;523.26389145;66;;1;1;6;1;;;48;1400000;2;;;;;;;2;;2;;5223;;;;
20240104;01;2024;7675631;1;5;1;70;;2;523.26389145;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675632;1;2;1;70;;2;535.92840003;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675633;1;2;1;70;;2;413.5267772;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675634;1;1;1;70;;2;483.35871126;66;1;;;;;;;;;1;36;1;4;5;2;2;2;;2;;.;6112;01;0123;
20240104;01;2024;7675634;1;2;1;70;;2;483.35871126;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675635;1;1;1;70;;2;559.53025913;66;1;;;;;;;;;1;120;0;4;7;2;2;2;;2;;.;9211;01;0123;
20240104;01;2024;7675636;1;2;1;70;;2;491.13931317;66;1;;;;;;;;;1;120;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7675636;1;3;1;70;;2;491.13931317;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675637;1;1;1;70;;2;529.58878621;66;1;;;;;;;;;1;132;0;5;2;10;2;3;;2;;.;9112;85;8530;
20240104;01;2024;7675637;1;2;1;70;;2;529.58878621;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675638;1;1;1;70;;2;389.89235482;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675639;1;2;1;70;;2;601.1525881;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675642;1;2;1;70;;2;265.28874724;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675646;1;2;1;70;;1;177.64857102;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675647;1;1;1;70;;1;123.98271304;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675647;1;3;1;70;;1;123.98271304;66;1;;;;;;;;;1;18;0;2;1;4;2;2;;2;;.;8332;46;4651;
20240104;01;2024;7675649;1;1;1;70;;1;215.92875184;66;;1;1;4;4;;;48;3000000;1;0;4;8;4;10;2;1;2;1;3000000;2634;2634;85;8530;
20240104;01;2024;7675650;1;1;1;70;;1;153.50448547;66;1;;;;;;;;;1;144;0;5;2;10;2;3;;2;;.;2341;85;8530;
20240104;01;2024;7675651;1;2;1;70;;1;177.64857102;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675652;1;1;1;70;;2;1627.8897957;66;1;;;;;;;;;1;20;0;7;1;2;2;2;;2;;.;5223;47;4774;
20240104;01;2024;7675655;1;2;1;70;;2;477.51974504;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675657;1;4;1;70;;2;456.58563836;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675658;1;1;1;70;;2;739.46980589;05;1;;;;;1;;48;1400000;1;4;0;6;3;1;2;1;2;2;;.;9111;97;9700;
20240104;01;2024;7675658;1;2;1;70;;2;739.46980589;05;1;;;;;;;;;1;120;0;4;4;1;2;3;;2;;.;8332;49;4923;
20240104;01;2024;7675659;1;1;1;70;;2;516.10532745;05;1;;;;;;;;;1;84;0;5;1;10;2;3;;2;;.;7412;13;1312;
20240104;01;2024;7675659;1;2;1;70;;2;516.10532745;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675660;1;1;1;70;;2;571.16520485;05;1;;;;;1;;48;1400000;1;24;0;7;1;3;2;2;;2;;.;4224;55;5511;
20240104;01;2024;7675661;1;1;1;70;;2;801.88816008;05;1;;;;;;;;;1;36;0;5;1;10;2;3;;2;;.;6113;01;0125;
20240104;01;2024;7675661;1;2;1;70;;2;801.88816008;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675661;1;4;1;70;;2;801.88816008;05;1;;;;;;;;;1;120;0;3;1;6;2;2;;2;;.;7531;14;1410;
20240104;01;2024;7675662;1;2;1;70;;2;935.44459468;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675662;1;5;1;70;;2;935.44459468;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675663;1;1;1;70;;2;739.46980589;05;1;;;;;;;;;1;36;0;4;6;2;2;2;;2;;.;6111;01;0111;
20240104;01;2024;7675664;1;2;1;70;;2;785.224225;05;1;;;;;2;5;;1160000;1;24;0;3;1;8;2;2;;2;;.;5223;47;4752;
20240104;01;2024;7675665;1;2;1;70;;2;489.64674;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675666;1;2;1;70;;2;751.37301577;05;1;;;;;2;5;;1160000;1;36;0;7;4;1;2;2;;2;;.;5120;56;5613;
20240104;01;2024;7675666;1;3;1;70;;2;751.37301577;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675667;1;1;1;70;;2;409.222623;05;1;;;;;;;;;1;480;0;4;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7675668;1;2;1;70;;2;456.58563836;05;1;;;;;1;;48;1400000;1;6;0;1;1;10;2;2;;2;;.;8131;21;2100;
20240104;01;2024;7675670;1;3;1;70;;2;540.56977773;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675671;1;1;1;70;;2;845.29464274;05;1;;;;;;;;;1;192;0;9;4;1;2;2;;2;;.;6111;01;0113;
20240104;01;2024;7675671;1;3;1;70;;2;845.29464274;05;;1;1;3;1;;;47;1160000;1;1;0;8;1;10;2;2;;1;400000;2611;5223;47;4771;
20240104;01;2024;7675673;1;1;1;70;;2;456.58563836;05;1;;;;;1;;48;1400000;1;3;0;1;1;10;2;2;;2;;.;6113;01;0125;
20240104;01;2024;7675673;1;2;1;70;;2;456.58563836;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675674;1;2;1;70;;2;612.79494457;05;;1;1;2;1;;;48;1400000;1;1;0;6;1;2;2;2;;1;800000;5223;5120;56;5611;
20240104;01;2024;7675678;1;2;1;70;;1;3144.0355062;05;1;;;;;;;;;1;240;0;8;1;10;2;2;;2;;.;4321;47;4771;
20240104;01;2024;7675681;1;2;1;70;;2;3118.7576124;05;1;;;;;2;3;;2500000;1;1;0;7;4;1;2;2;;1;400000;.;5223;47;4729;
20240104;01;2024;7675682;1;3;1;70;;2;1243.1306814;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675682;1;4;1;70;;2;1243.1306814;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675685;1;2;1;70;;2;2323.0475692;05;1;;;;;;;;;1;384;0;9;1;10;2;2;;2;;.;4311;01;0145;
20240104;01;2024;7675685;1;3;1;70;;2;2323.0475692;05;;1;1;6;1;;;48;3000000;1;1;2;7;1;6;2;2;;2;;3341;3341;49;4923;
20240104;01;2024;7675685;1;4;1;70;;2;2323.0475692;05;;1;1;2;1;;;40;2000000;1;1;2;6;1;8;2;2;;2;;2431;2431;73;7310;
20240104;01;2024;7675687;1;1;1;70;;2;2888.2586617;05;1;;;;;;;;;1;24;0;5;1;10;2;3;;2;;.;1342;86;8610;
20240104;01;2024;7675687;1;2;1;70;;2;2888.2586617;05;1;;;;;;;;;1;120;0;3;5;2;2;2;;2;;.;2261;86;8622;
20240104;01;2024;7675687;1;5;1;70;;2;2888.2586617;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675688;1;1;1;70;;2;1253.4490791;05;1;;;;;;;;;1;2;0;5;4;1;2;2;;2;;.;3432;96;9609;
20240104;01;2024;7675689;1;2;1;70;;1;2677.6755513;05;1;;;;;1;;48;1400000;1;12;0;6;1;4;2;2;;2;;.;5311;88;8891;
20240104;01;2024;7675689;1;4;1;70;;1;2677.6755513;05;1;;;;;;;;;1;48;0;2;1;10;2;2;;2;;.;5223;47;4754;
20240104;01;2024;7675689;1;5;1;70;;1;2677.6755513;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675690;1;1;1;70;;1;1529.9852167;05;1;;;;;;;;;1;144;0;5;1;10;2;2;;2;;.;5321;86;8621;
20240104;01;2024;7675690;1;2;1;70;;1;1529.9852167;05;1;;;;;;;;;1;144;0;5;1;10;2;2;;2;;.;5321;86;8621;
20240104;01;2024;7675690;1;3;1;70;;1;1529.9852167;05;1;;;;;;;;;1;180;0;5;1;2;2;2;;2;;.;5223;47;4773;
20240104;01;2024;7675690;1;4;1;70;;1;1529.9852167;05;;1;1;4;1;;;50;1160000;1;1;1;8;2;10;2;2;;1;2500000;4120;4120;84;8422;
20240104;01;2024;7675691;1;1;1;70;;1;3785.083405;05;1;;;;;;;;;2;;;;;;;3;;2;;.;.;;.;
20240104;01;2024;7675692;1;1;1;70;;1;2274.2309804;05;1;;;;;;;;;1;1;0;4;3;1;2;3;;1;1000000;.;9111;97;9700;
20240104;01;2024;7675693;1;1;1;70;;1;2347.4011475;05;1;;;;;;;;;1;180;0;4;1;10;2;3;;2;;.;6113;01;0125;
20240104;01;2024;7675693;1;2;1;70;;1;2347.4011475;05;1;;;;;;;;;1;234;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7675694;1;1;1;70;;1;3127.8748021;05;1;;;;;;;;;1;120;0;4;1;4;2;3;;2;;.;5120;56;5611;
20240104;01;2024;7675694;1;2;1;70;;1;3127.8748021;05;1;;;;;1;;48;1160000;1;1;0;8;1;7;2;2;;1;600000;.;5120;88;8891;
20240104;01;2024;7675694;1;4;1;70;;1;3127.8748021;05;1;;;;;2;5;;1160000;1;48;0;8;1;5;2;2;;2;;.;9313;41;4111;
20240104;01;2024;7675694;1;5;1;70;;1;3127.8748021;05;1;;;;;2;5;;1160000;1;60;0;8;1;3;2;2;;2;;.;9313;41;4111;
20240104;01;2024;7675694;1;8;1;70;;1;3127.8748021;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675695;1;1;1;70;;1;1603.4181656;05;;1;1;12;3;;;48;1160000;1;3;0;4;3;1;2;2;;2;;9111;9111;97;9700;
20240104;01;2024;7675696;1;1;1;70;;1;1731.0827444;05;1;;;;;;;;;1;120;0;4;1;4;2;2;;2;;.;5120;56;5611;
20240104;01;2024;7675698;1;3;1;70;;1;1955.691106;05;1;;;;;;;;;1;1;0;2;1;4;2;2;;1;600000;.;5223;47;4771;
20240104;01;2024;7675699;1;2;1;70;;2;3446.4920425;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675699;1;4;1;70;;2;3446.4920425;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675700;1;1;1;70;;1;1282.228594;05;;1;1;8;1;;;48;1400000;1;1;0;8;1;9;2;2;;1;1200000;9112;9112;84;8412;
20240104;01;2024;7675700;1;2;1;70;;1;1282.228594;05;1;;;;;2;5;;1160000;1;6;0;4;1;3;2;2;;2;;.;9313;41;4111;
20240104;01;2024;7675700;1;3;1;70;;1;1282.228594;05;1;;;;;1;;48;1400000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675700;1;4;1;70;;1;1282.228594;05;;1;1;8;1;;;48;1400000;1;2;0;8;1;4;2;2;;2;;9112;9112;68;6820;
20240104;01;2024;7675703;1;3;1;70;;1;2650.2490735;05;1;;;;;1;;48;1400000;1;84;0;3;1;5;2;2;;2;;.;5120;56;5611;
20240104;01;2024;7675703;1;5;1;70;;1;2650.2490735;05;1;;;;;1;;24;500000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675705;1;4;1;70;;1;2511.9340033;05;;1;1;1;1;;;60;1160000;1;2;0;6;1;6;2;2;;2;;9333;9333;46;4631;
20240104;01;2024;7675709;1;3;1;70;;1;3444.9380617;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675710;1;1;1;70;;1;1890.544253;05;1;;;;;;;;;1;156;0;4;4;1;2;2;;2;;.;8332;49;4923;
20240104;01;2024;7675710;1;2;1;70;;1;1890.544253;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675710;1;3;1;70;;1;1890.544253;05;1;;;;;;;;;2;;;;;;;1;1;1;10;.;.;;.;
20240104;01;2024;7675710;1;4;1;70;;1;1890.544253;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675715;1;3;1;70;;2;2825.5572104;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675716;1;1;1;70;;2;1526.2238483;05;1;;;;;;;;;1;36;0;3;1;10;2;3;;2;;.;3321;65;6511;
20240104;01;2024;7675721;1;1;1;70;;2;4347.4704515;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675721;1;3;1;70;;2;4347.4704515;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675721;1;4;1;70;;2;4347.4704515;05;;1;1;2;1;;;70;1160000;1;12;0;8;7;3;2;2;;2;;8331;9212;01;0141;
20240104;01;2024;7675723;1;5;1;70;;1;3134.0471309;05;1;;;;;;;;;1;36;0;7;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7675724;1;2;1;70;;1;2172.9914808;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675724;1;3;1;70;;1;2172.9914808;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675725;1;1;1;70;;1;1809.0473707;05;1;;;;;;;;;1;240;0;8;3;1;2;2;;2;;.;5311;97;9700;
20240104;01;2024;7675729;1;3;1;70;;1;2740.29164;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675733;1;1;1;70;;2;2243.0767094;05;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;9211;01;0161;
20240104;01;2024;7675734;1;2;1;70;;2;4729.958191;05;1;;;;;1;;50;1160000;1;2;0;8;1;7;2;2;;2;;.;9412;56;5629;
20240104;01;2024;7675735;1;1;1;70;;2;3665.5249752;05;1;;;;;;;;;1;6;0;8;7;6;2;2;;2;;.;9211;01;0121;
20240104;01;2024;7675736;1;1;1;70;;2;1841.3289375;05;1;;;;;1;;48;780000;1;1;0;8;1;5;2;2;;1;520000;.;9211;01;0121;
20240104;01;2024;7675737;1;2;1;70;;2;4199.4886488;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675738;1;1;1;70;;2;3219.0148818;05;1;;;;;;;;;1;12;0;4;4;1;2;2;;2;;.;9211;01;0121;
20240104;01;2024;7675741;1;2;1;70;;2;2342.574896;05;1;;;;;;;;;1;348;0;5;1;10;2;3;;2;;.;8183;10;1089;
20240104;01;2024;7675741;1;3;1;70;;2;2342.574896;05;1;;;;;;;;;1;156;0;5;1;6;2;3;;2;;.;7531;14;1410;
20240104;01;2024;7675742;1;1;1;70;;2;2780.7948889;05;1;;;;;;;;;1;48;0;4;4;1;2;2;;2;;.;9211;01;0111;
20240104;01;2024;7675742;1;2;1;70;;2;2780.7948889;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675743;1;2;1;70;;1;2577.8687562;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675743;1;4;1;70;;1;2577.8687562;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675803;1;2;1;70;05;1;4528.2687834;05;;1;1;1;1;;;47;3000000;1;0;2;8;1;10;2;2;;1;1800000;3312;3312;64;6412;
20240104;01;2024;7675806;1;1;1;70;05;1;1563.8923249;05;1;;;;;;;;;1;192;0;5;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7675807;1;1;1;70;05;1;4147.4779754;05;;1;1;12;1;;;47;1300000;1;3;0;8;4;1;2;2;;2;;5311;5311;88;8891;
20240104;01;2024;7675808;1;4;1;70;05;1;6415.129277;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675809;1;2;1;70;05;1;5528.4593348;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675810;1;1;1;70;05;1;997.64751759;05;1;;;;;;;;;1;7;5;5;1;10;2;3;;2;;.;2151;35;3511;
20240104;01;2024;7675810;1;2;1;70;05;1;997.64751759;05;1;;;;;2;5;;1300000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675811;1;2;1;70;05;1;1365.444793;05;1;;;;;;;;;1;360;5;3;1;6;2;2;;2;;.;4120;84;8423;
20240104;01;2024;7675812;1;1;1;70;05;1;2505.816146;05;1;;;;;;;;;1;180;0;3;5;4;2;3;;2;;.;1420;46;4645;
20240104;01;2024;7675813;1;1;1;70;05;1;4059.5672897;05;1;;;;;;;;;1;36;0;3;4;1;2;1;2;2;;.;2411;69;6920;
20240104;01;2024;7675816;1;1;1;70;05;1;637.22990071;05;;2;1;102;1;;;48;2000000;1;12;5;1;1;8;2;2;;2;;8323;5223;47;4752;
20240104;01;2024;7675816;1;3;1;70;05;1;637.22990071;05;1;;;;;;;;;1;276;5;4;1;8;2;2;;2;;.;7536;15;1521;
20240104;01;2024;7675819;1;1;1;70;05;1;1563.8923249;05;1;;;;;;;;;1;140;0;5;2;10;2;3;;2;;.;2622;85;8544;
20240104;01;2024;7675820;1;1;1;70;05;1;1563.8923249;05;1;;;;;;;;;1;80;0;4;2;10;2;3;;2;;.;2341;85;8530;
20240104;01;2024;7675821;1;1;1;70;05;1;1068.7644389;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675823;1;1;1;70;05;1;972.87226812;05;1;;;;;;;;;1;60;5;5;1;8;2;3;;2;;.;9112;46;4652;
20240104;01;2024;7675824;1;2;1;70;05;1;1010.1181116;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675826;1;2;1;70;05;1;613.8065118;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675827;1;1;1;70;05;1;1326.1285279;05;1;;;;;1;;24;4000000;1;6;5;8;4;1;2;2;;2;;.;2142;41;4111;
20240104;01;2024;7675827;1;2;1;70;05;1;1326.1285279;05;1;;;;;;;;;1;24;5;5;1;9;2;3;;2;;.;1212;86;8610;
20240104;01;2024;7675828;1;4;1;70;05;1;991.8232147;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675830;1;2;1;70;05;1;1187.5160432;05;1;;;;;;;;;1;480;0;5;2;10;2;3;;2;;.;2221;86;8610;
20240104;01;2024;7675831;1;2;1;70;05;1;1284.7442574;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675831;1;3;1;70;05;1;1284.7442574;05;1;;;;;;;;;1;240;0;3;5;2;2;2;;2;;.;5223;47;4761;
20240104;01;2024;7675833;1;1;1;70;05;1;2607.2135942;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675834;1;1;1;70;05;1;1563.8923249;05;1;;;;;;;;;1;180;0;5;1;9;2;3;;2;;.;4120;84;8415;
20240104;01;2024;7675836;1;2;1;70;05;1;987.63666157;05;;1;1;4;1;;;25;1000000;2;;;;;;;2;;2;;5131;;;;
20240104;01;2024;7675838;1;1;1;70;05;1;3510.439457;05;1;;;;;;;;;1;156;0;5;2;10;2;2;;2;;.;5412;84;8423;
20240104;01;2024;7675838;1;2;1;70;05;1;3510.439457;05;1;;;;;;;;;1;240;2;3;1;10;2;2;;2;;.;9334;47;4711;
20240104;01;2024;7675838;1;3;1;70;05;1;3510.439457;05;;2;1;104;1;;;47;1300000;1;24;0;8;1;10;2;2;;2;;9334;9334;47;4711;
20240104;01;2024;7675839;1;1;1;70;05;1;3025.0437262;05;1;;;;;;;;;1;180;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7675841;1;1;1;70;05;1;958.20811246;05;1;;;;;;;;;1;120;0;5;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7675841;1;3;1;70;05;1;958.20811246;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675841;1;4;1;70;05;1;958.20811246;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675842;1;2;1;70;05;1;1024.0835947;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675843;1;3;1;70;05;1;1070.6202145;05;;1;1;4;1;;;47;1300000;1;1;2;8;1;4;2;2;;2;;9313;7131;41;4111;
20240104;01;2024;7675844;1;2;1;70;05;1;1304.7718209;05;1;;;;;;;;;1;6;0;3;1;3;2;2;;2;;.;5223;47;4772;
20240104;01;2024;7675844;1;4;1;70;05;1;1304.7718209;05;;2;1;28;1;;;48;1800000;1;6;0;8;1;3;2;2;;2;;7112;7112;41;4112;
20240104;01;2024;7675845;1;2;1;70;05;1;935.29454774;05;1;;;;;;;;;1;192;0;3;1;10;2;2;;2;;.;9112;47;4711;
20240104;01;2024;7675847;1;1;1;70;08;1;653.40785753;08;1;;;;;;;;;1;180;0;8;1;2;2;3;;2;;.;5120;56;5611;
20240104;01;2024;7675848;1;1;1;70;08;1;698.87804022;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675848;1;2;1;70;08;1;698.87804022;08;1;;;;;;;;;1;240;5;5;1;9;2;3;;2;;.;7411;55;5511;
20240104;01;2024;7675888;1;1;1;70;11;1;4457.0504565;11;1;;;;;;;;;1;97;0;5;1;6;2;3;;2;;.;2161;71;7112;
20240104;01;2024;7675890;1;1;1;70;11;1;3380.669451;11;1;;;;;;;;;1;84;0;5;1;8;2;3;;2;;.;5321;86;8610;
20240104;01;2024;7675893;1;1;1;70;11;1;3805.6930924;11;1;;;;;1;;20;700000;1;24;0;5;4;1;2;3;;2;;.;7531;13;1392;
20240104;01;2024;7675894;1;2;1;70;11;1;4795.9407107;11;1;;;;;1;;16;1160000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675895;1;1;1;70;11;1;3007.3978552;11;1;;;;;2;2;;4000000;1;24;0;6;4;10;2;2;;2;;.;1412;95;9521;
20240104;01;2024;7675895;1;2;1;70;11;1;3007.3978552;11;1;;;;;;;;;1;240;0;5;1;9;2;3;;2;;.;1420;47;4731;
20240104;01;2024;7675895;1;3;1;70;11;1;3007.3978552;11;1;;;;;;;;;1;12;0;2;4;10;2;2;;2;;.;5131;95;9521;
20240104;01;2024;7675896;1;2;1;70;11;1;3853.4422539;11;1;;;;;;;;;1;456;0;3;1;10;2;2;;2;;.;4211;64;6412;
20240104;01;2024;7675898;1;1;1;70;11;1;3440.0101664;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675899;1;1;1;70;11;1;3457.467747;11;;1;1;2;1;;;48;1300000;1;0;2;8;3;1;2;2;;2;;9112;9111;97;9700;
20240104;01;2024;7675899;1;2;1;70;11;1;3457.467747;11;1;;;;;2;4;;1300000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675900;1;3;1;70;11;1;2310.4270651;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7675900;1;4;1;70;11;1;2310.4270651;11;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;9520;47;4789;
20240104;01;2024;7675902;1;4;1;70;13;1;192.54691981;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
